target,isp,os,latency,jitter,packet_loss,download,upload,date,hour
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.076,0.785,0.0,116.65,119.11,12-05-2022,14:29
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.64,3.65,0.0,116.41,119.47,12-05-2022,14:29
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.123,0.203,0.0,9.98,10.72,12-05-2022,14:37
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.874,0.433,0.0,10.48,11.18,12-05-2022,14:38
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.77,0.612,0.0,12.92,13.60,12-05-2022,14:38
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.86,0.382,0.0,11.18,11.72,12-05-2022,14:38
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.113,0.703,0.0,10.00,10.72,12-05-2022,14:39
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.137,0.221,0.0,10.83,11.46,12-05-2022,14:39
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.897,0.583,0.0,13.32,13.89,12-05-2022,14:39
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.753,0.556,0.0,11.53,12.08,12-05-2022,14:39
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.028,0.358,0.0,10.15,10.74,12-05-2022,15:01
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.032,0.234,0.0,10.47,10.97,12-05-2022,15:01
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.985,1.142,0.0,13.33,13.93,12-05-2022,15:01
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.225,0.418,0.0,11.57,12.18,12-05-2022,15:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.118,0.61,0.0,9.92,10.47,12-05-2022,15:40
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.294,0.308,0.0,10.84,11.49,12-05-2022,15:40
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.868,0.395,0.0,12.96,13.68,12-05-2022,15:40
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.008,0.378,0.0,11.48,12.03,12-05-2022,15:40
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.892,0.47,0.0,10.71,12.41,12-05-2022,16:00
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.184,0.445,0.0,9.83,10.37,12-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.801,0.792,0.0,47.40,50.07,12-05-2022,16:00
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.074,0.24,0.0,10.68,11.31,12-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.406,1.78,0.0,48.09,49.49,12-05-2022,16:00
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.6,0.303,0.0,12.86,13.49,12-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.059,0.775,0.0,48.88,49.64,12-05-2022,16:01
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.501,0.504,0.0,11.28,11.85,12-05-2022,16:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,54.421,8.49,0.0,9.99,10.65,12-05-2022,16:18
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.892,0.607,0.0,11.03,11.65,12-05-2022,16:18
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.131,0.871,0.0,12.97,13.58,12-05-2022,16:18
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.459,0.172,0.0,11.24,11.80,12-05-2022,16:18
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.106,0.311,0.0,9.99,10.54,12-05-2022,16:24
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.459,1.205,0.0,10.63,11.16,12-05-2022,16:24
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.844,0.316,0.0,12.96,13.50,12-05-2022,16:24
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.223,0.55,0.0,11.17,11.67,12-05-2022,16:24
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.822,3.671,0.0,9.80,10.31,12-05-2022,16:40
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.988,0.482,0.0,11.03,11.72,12-05-2022,16:40
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.567,0.333,0.0,12.72,13.27,12-05-2022,16:40
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.181,0.461,0.0,11.53,12.19,12-05-2022,16:41
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.27,0.173,0.0,10.02,10.60,12-05-2022,17:13
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.157,0.185,0.0,10.68,11.36,12-05-2022,17:13
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.696,0.191,0.0,12.72,13.37,12-05-2022,17:13
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.186,0.188,0.0,11.28,11.88,12-05-2022,17:14
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.822,0.316,0.0,9.90,10.48,12-05-2022,17:22
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.097,0.271,0.0,10.52,11.05,12-05-2022,17:22
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.739,0.696,0.0,13.37,14.06,12-05-2022,17:22
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.114,0.279,0.0,11.43,12.03,12-05-2022,17:23
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.832,0.572,0.0,10.74,12.43,12-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.574,0.955,0.0,44.96,47.09,12-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.199,0.702,0.0,48.98,49.99,12-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.36,0.763,0.0,48.47,49.31,12-05-2022,20:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.099,0.238,0.0,9.99,10.72,12-05-2022,21:01
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.256,0.28,0.0,10.73,11.25,12-05-2022,21:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.085,0.305,0.0,10.66,12.38,13-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,42.03,0.679,0.0,48.22,50.74,13-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.785,0.93,0.0,48.60,49.57,13-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.532,1.579,0.0,48.43,49.39,13-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.184,0.214,0.0,10.69,12.59,13-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.645,1.536,0.0,48.90,51.49,13-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.894,0.798,0.0,48.47,49.38,13-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.998,0.756,0.0,47.94,48.69,13-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.093,0.68,0.0,10.68,12.13,13-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.357,0.879,0.0,48.79,51.28,13-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.895,1.125,0.0,44.92,45.84,13-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.871,0.806,0.0,48.98,50.03,13-05-2022,08:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.219,0.713,0.0,10.70,12.54,13-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.059,1.136,0.0,48.14,50.02,13-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.985,1.156,0.0,47.05,48.20,13-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.129,1.437,0.0,47.71,48.67,13-05-2022,12:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.335,0.732,0.0,10.69,12.08,13-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.928,1.03,0.0,47.96,50.03,13-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.568,1.529,0.0,43.52,44.39,13-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.588,1.12,0.0,48.06,49.05,13-05-2022,16:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.894,0.697,0.0,10.60,12.17,13-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.893,0.649,0.0,48.79,50.48,13-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.404,1.438,0.0,42.92,43.83,13-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.986,0.822,0.0,45.45,46.30,13-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.892,0.818,0.0,10.66,12.43,14-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.149,0.826,0.0,48.60,50.85,14-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.83,0.774,0.0,48.13,48.95,14-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.013,0.942,0.0,47.84,48.75,14-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.36,0.199,0.0,10.67,12.34,14-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.884,1.934,0.0,48.34,50.01,14-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.951,0.844,0.0,48.60,49.73,14-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.751,1.296,0.0,47.31,48.12,14-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.569,0.692,0.0,10.70,12.59,14-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.274,0.899,0.0,48.82,50.85,14-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.071,1.215,0.0,44.72,45.84,14-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.368,0.834,0.0,48.45,49.57,14-05-2022,08:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.979,0.331,0.0,9.92,10.62,14-05-2022,11:07
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.993,0.758,0.0,5.27,5.71,14-05-2022,11:07
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.791,11.415,0.0,13.26,13.88,14-05-2022,11:07
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.018,0.542,0.0,11.02,11.61,14-05-2022,11:08
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.1,0.749,0.0,10.10,10.72,14-05-2022,11:08
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.683,0.642,0.0,10.78,11.41,14-05-2022,11:09
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.721,2.095,0.0,12.91,13.62,14-05-2022,11:09
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,45.856,0.73,0.0,11.28,11.82,14-05-2022,11:09
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.311,0.901,0.0,10.06,10.69,14-05-2022,11:10
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.466,0.515,0.0,10.87,11.40,14-05-2022,11:10
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.729,0.277,0.0,12.97,13.57,14-05-2022,11:10
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.742,0.97,0.0,11.23,11.88,14-05-2022,11:10
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.114,0.145,0.0,10.05,10.64,14-05-2022,11:11
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.395,0.561,0.0,10.71,11.31,14-05-2022,11:11
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.302,0.51,0.0,12.91,13.42,14-05-2022,11:11
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.461,0.877,0.0,11.50,12.03,14-05-2022,11:11
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.351,0.214,0.0,10.75,12.08,14-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.874,0.973,0.0,48.39,50.81,14-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.874,1.135,0.0,48.76,49.80,14-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.237,1.503,0.0,47.19,48.32,14-05-2022,12:01
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.944,0.504,0.0,10.06,10.56,14-05-2022,13:50
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.599,0.7,0.0,10.83,11.49,14-05-2022,13:50
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.179,1.012,0.0,12.89,13.39,14-05-2022,13:50
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.03,0.404,0.0,11.53,12.16,14-05-2022,13:50
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.034,0.542,0.0,9.93,10.48,14-05-2022,15:02
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.833,0.262,0.0,10.79,11.38,14-05-2022,15:02
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,40.422,1.884,0.0,12.84,13.44,14-05-2022,15:02
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.161,0.485,0.0,11.12,11.62,14-05-2022,15:02
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.06,0.117,0.0,10.20,10.70,14-05-2022,15:04
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.424,0.798,0.0,11.04,11.61,14-05-2022,15:04
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.872,0.26,0.0,12.91,13.59,14-05-2022,15:04
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,46.226,0.601,0.0,10.97,11.62,14-05-2022,15:04
alibaba,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.984,2.735,0.0,10.03,10.69,14-05-2022,15:28
amazon,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,47.115,0.571,0.0,10.48,11.13,14-05-2022,15:29
azure,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,39.872,0.17,0.0,12.63,13.29,14-05-2022,15:29
google,AS12353 Vodafone Portugal - Communicacoes Pessoais S.A.,Linux,48.208,3.676,0.0,10.92,11.42,14-05-2022,15:29
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.3,0.111,0.0,10.69,12.01,14-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,43.761,0.821,0.0,46.30,48.31,14-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.065,0.539,0.0,48.66,49.59,14-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.23,1.611,0.0,48.63,49.46,14-05-2022,16:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.851,1.391,0.0,10.67,12.43,14-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.842,0.65,0.0,48.95,50.69,14-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.154,1.224,0.0,48.89,49.70,14-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.12,0.933,0.0,48.15,49.00,14-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.437,0.811,0.0,10.73,12.38,15-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.909,0.683,0.0,44.84,47.29,15-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.9,0.558,0.0,48.68,49.86,15-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.256,0.962,0.0,48.45,49.41,15-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,41.017,1.786,0.0,10.61,12.43,15-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.855,1.197,0.0,49.04,51.06,15-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.047,1.0,0.0,48.61,49.80,15-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.25,1.17,0.0,48.50,49.36,15-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.93,0.882,0.0,10.74,12.60,15-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.822,3.027,0.0,48.77,50.69,15-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.037,0.785,0.0,48.81,50.00,15-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.23,0.589,0.0,47.77,48.86,15-05-2022,08:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.851,0.696,0.0,10.68,12.07,15-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.464,0.793,0.0,48.47,51.06,15-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.045,0.905,0.0,48.02,49.08,15-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.84,1.095,0.0,48.83,49.79,15-05-2022,12:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.232,0.596,0.0,10.68,12.60,15-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.839,0.776,0.0,48.37,50.65,15-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.868,1.211,0.0,48.56,49.54,15-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.467,0.669,0.0,48.61,49.44,15-05-2022,16:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.166,0.636,0.0,10.69,12.53,15-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.961,0.514,0.0,44.47,46.34,15-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.882,1.067,0.0,48.52,49.75,15-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.309,0.879,0.0,48.09,49.13,15-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.463,0.446,0.0,10.69,11.95,16-05-2022,00:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.103,0.871,0.0,49.09,51.42,16-05-2022,00:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.883,0.851,0.0,48.46,50.10,16-05-2022,00:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.193,0.66,0.0,48.56,49.53,16-05-2022,00:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,40.426,0.11,0.0,10.71,12.03,16-05-2022,04:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.909,0.711,0.0,48.83,51.00,16-05-2022,04:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.268,0.622,0.0,48.21,49.67,16-05-2022,04:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.665,2.449,0.0,47.30,48.27,16-05-2022,04:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.853,1.056,0.0,10.66,12.07,16-05-2022,08:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.536,0.772,0.0,48.44,50.80,16-05-2022,08:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.825,0.695,0.0,48.46,49.75,16-05-2022,08:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.289,1.809,0.0,47.84,48.92,16-05-2022,08:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.509,0.833,0.0,10.67,12.17,16-05-2022,12:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,38.642,1.214,0.0,48.04,49.83,16-05-2022,12:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.828,1.291,0.0,48.13,49.15,16-05-2022,12:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.985,0.408,0.0,47.85,48.94,16-05-2022,12:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.127,1.299,0.0,10.69,12.53,16-05-2022,16:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.434,0.672,0.0,48.54,50.80,16-05-2022,16:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,35.66,1.253,0.0,44.27,46.03,16-05-2022,16:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.302,1.253,0.0,48.18,49.06,16-05-2022,16:01
alibaba,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,621.371,1446.602,0.0,10.61,13.39,16-05-2022,18:57
amazon,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,69.463,35.392,0.0,116.17,118.89,16-05-2022,18:58
azure,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,72.631,42.053,0.0,116.71,119.11,16-05-2022,18:58
google,AS3243 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,46.129,13.951,0.0,116.21,119.03,16-05-2022,18:58
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,39.968,1.167,0.0,10.61,11.65,16-05-2022,20:00
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,37.97,1.33,0.0,48.69,51.00,16-05-2022,20:00
azure,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.907,4.079,0.0,46.00,47.10,16-05-2022,20:00
google,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Linux,36.512,1.026,0.0,47.66,48.53,16-05-2022,20:01
alibaba,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Darwin,38.13,0.126,0.0,10.36,10.48,17-05-2022,09:01
amazon,AS15525 MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,Darwin,36.907,0.095,0.0,284.71,286.38,17-05-2022,09:02
